Date,Open,High,Low,Close,Adj Close,Volume
2018-03-27,266.1700134277344,266.7699890136719,258.8399963378906,260.6000061035156,239.3104248046875,129941400
2018-03-28,260.75,262.6400146484375,258.5799865722656,259.8299865722656,238.60336303710938,146452300
2018-03-29,261.1199951171875,265.260009765625,259.8399963378906,263.1499938964844,241.65213012695312,111601600
2018-04-02,262.54998779296875,263.1300048828125,254.6699981689453,257.4700012207031,236.43612670898438,186286300
2018-04-03,258.8699951171875,261.30999755859375,256.8399963378906,260.7699890136719,239.46653747558594,119956900
2018-04-04,256.75,264.3599853515625,256.6000061035156,263.55999755859375,242.02862548828125,123715300
2018-04-05,265.54998779296875,266.6400146484375,264.32000732421875,265.6400146484375,243.93870544433594,82652600
2018-04-06,263.4200134277344,265.1099853515625,258.0,259.7200012207031,238.5023193359375,179521200
2018-04-09,261.3699951171875,264.8399963378906,259.94000244140625,261.0,239.677734375,105442900
2018-04-10,264.2699890136719,266.0400085449219,262.9800109863281,265.1499938964844,243.48875427246094,103529000
2018-04-11,263.4700012207031,265.6400146484375,263.3900146484375,263.760009765625,242.21229553222656,91140200
2018-04-12,265.260009765625,267.0,265.05999755859375,265.92999267578125,244.2050018310547,68890500
2018-04-13,267.4100036621094,267.5400085449219,264.010009765625,265.1499938964844,243.48875427246094,85079200
2018-04-16,267.0,268.20001220703125,266.07000732421875,267.3299865722656,245.4906768798828,63405300
2018-04-17,269.3299865722656,270.8699951171875,268.75,270.19000244140625,248.1170196533203,64682000
2018-04-18,270.69000244140625,271.29998779296875,269.8699951171875,270.3900146484375,248.30067443847656,57303900
2018-04-19,269.6499938964844,269.8800048828125,267.7200012207031,268.8900146484375,246.92323303222656,77655900
2018-04-20,268.80999755859375,269.05999755859375,265.6099853515625,266.6099853515625,244.82943725585938,99953100
2018-04-23,267.260009765625,267.8900146484375,265.3500061035156,266.57000732421875,244.7926788330078,65558000
2018-04-24,267.7300109863281,267.9800109863281,261.2799987792969,262.9800109863281,241.49603271484375,112885500
2018-04-25,262.9100036621094,264.1300048828125,260.8500061035156,263.6300048828125,242.09292602539062,103840900
2018-04-26,264.7900085449219,267.25,264.2900085449219,266.30999755859375,244.55392456054688,67731900
2018-04-27,267.0,267.3399963378906,265.5,266.55999755859375,244.78353881835938,57053600
2018-04-30,267.260009765625,267.8900146484375,264.42999267578125,264.510009765625,242.90101623535156,82182300
2018-05-01,263.8699951171875,265.1000061035156,262.1099853515625,264.9800109863281,243.3326873779297,74203400
2018-05-02,264.760009765625,265.67999267578125,262.760009765625,263.20001220703125,241.69808959960938,86368900
2018-05-03,262.260009765625,263.3599853515625,259.04998779296875,262.6199951171875,241.1654052734375,136311500
2018-05-04,261.5199890136719,266.7900085449219,261.1499938964844,266.0199890136719,244.28765869140625,91222100
2018-05-07,266.8900146484375,268.0199890136719,266.1099853515625,266.9200134277344,245.11412048339844,55304900
2018-05-08,266.5,267.3299865722656,265.1499938964844,266.9200134277344,245.11412048339844,67499200
2018-05-09,267.67999267578125,269.8699951171875,267.0899963378906,269.5,247.4833526611328,59666100
2018-05-10,270.3399963378906,272.3900146484375,270.2200012207031,272.0199890136719,249.7974853515625,72063900
2018-05-11,272.1600036621094,273.1499938964844,271.5799865722656,272.8500061035156,250.5597381591797,59871500
2018-05-14,273.3399963378906,274.0799865722656,272.3599853515625,272.9800109863281,250.6790771484375,54790600
2018-05-15,271.5899963378906,271.6099853515625,270.0299987792969,271.1000061035156,248.95265197753906,87036100
2018-05-16,271.1400146484375,272.760009765625,271.1099853515625,272.239990234375,249.99952697753906,53942600
2018-05-17,271.94000244140625,273.2300109863281,271.1300048828125,272.010009765625,249.7882537841797,56536400
2018-05-18,271.6199951171875,272.0299987792969,270.92999267578125,271.3299865722656,249.16387939453125,64368000
2018-05-21,273.010009765625,273.9800109863281,272.57000732421875,273.3699951171875,251.03724670410156,58025900
2018-05-22,273.9599914550781,274.25,272.239990234375,272.6099853515625,250.3393096923828,52966400
2018-05-23,271.1700134277344,273.3900146484375,270.989990234375,273.3599853515625,251.0280303955078,64694200
2018-05-24,272.9100036621094,273.2200012207031,270.7799987792969,272.79998779296875,250.51376342773438,76043800
2018-05-25,272.1499938964844,272.8599853515625,271.5799865722656,272.1499938964844,249.91683959960938,56374800
2018-05-29,270.30999755859375,271.1700134277344,267.760009765625,269.0199890136719,247.0426025390625,115908600
2018-05-30,270.5,273.1099853515625,270.4200134277344,272.6099853515625,250.3393096923828,69678400
2018-05-31,272.1499938964844,272.489990234375,270.260009765625,270.94000244140625,248.80575561523438,93519900
2018-06-01,272.4100036621094,273.94000244140625,272.3299865722656,273.6000061035156,251.24844360351562,71258400
2018-06-04,274.5299987792969,275.19000244140625,274.260009765625,274.8999938964844,252.4421844482422,45385200
2018-06-05,275.04998779296875,275.5299987792969,274.17999267578125,275.1000061035156,252.6259002685547,51135000
2018-06-06,275.7900085449219,277.5199890136719,275.0899963378906,277.3999938964844,254.73793029785156,62732200
2018-06-07,277.95001220703125,278.2799987792969,276.3399963378906,277.3699951171875,254.71043395996094,72969400
2018-06-08,276.8500061035156,278.25,276.6600036621094,278.19000244140625,255.4635009765625,72139700
2018-06-11,278.44000244140625,279.3699951171875,278.30999755859375,278.55999755859375,255.80323791503906,58892500
2018-06-12,279.0299987792969,279.3299865722656,278.19000244140625,278.9200134277344,256.1339111328125,72329000
2018-06-13,279.19000244140625,279.4800109863281,277.79998779296875,278.0299987792969,255.31654357910156,79070600
2018-06-14,279.010009765625,279.3299865722656,278.05999755859375,278.7300109863281,255.95932006835938,77097600
2018-06-15,276.6000061035156,277.510009765625,275.3500061035156,277.1300048828125,255.6328125,120041600
2018-06-18,275.489990234375,276.70001220703125,274.95001220703125,276.55999755859375,255.1069793701172,52917600
2018-06-19,274.0,275.75,273.5299987792969,275.5,254.1291961669922,97531500
2018-06-20,276.2699890136719,276.7200012207031,275.5899963378906,275.9700012207031,254.5626983642578,53785500
2018-06-21,275.9599914550781,275.9800109863281,273.67999267578125,274.239990234375,252.96701049804688,71061400
2018-06-22,275.6600036621094,275.7900085449219,274.489990234375,274.739990234375,253.42816162109375,54898500
2018-06-25,273.44000244140625,273.6199951171875,269.1000061035156,271.0,249.978271484375,137854200
2018-06-26,271.6400146484375,272.55999755859375,270.7900085449219,271.6000061035156,250.53175354003906,68547400
2018-06-27,272.260009765625,273.8699951171875,269.17999267578125,269.3500061035156,248.456298828125,105110700
2018-06-28,269.2900085449219,271.75,268.489990234375,270.8900146484375,249.8767852783203,76650500
2018-06-29,272.1199951171875,273.6600036621094,271.1499938964844,271.2799987792969,250.23654174804688,97592500
2018-07-02,269.510009765625,272.0400085449219,269.239990234375,271.8599853515625,250.77159118652344,63554800
2018-07-03,272.8699951171875,272.9800109863281,270.4200134277344,270.8999938964844,249.88604736328125,42187100
2018-07-05,272.1700134277344,273.17999267578125,270.9599914550781,273.1099853515625,251.92462158203125,56925900
2018-07-06,273.1400146484375,275.8399963378906,272.7099914550781,275.4200134277344,254.05552673339844,66493700
2018-07-09,276.54998779296875,277.9599914550781,276.5,277.8999938964844,256.3430480957031,50550400
2018-07-10,278.4100036621094,279.010009765625,278.0799865722656,278.8999938964844,257.2654724121094,51966800
2018-07-11,277.1499938964844,278.0400085449219,276.5199890136719,276.8599853515625,255.3837127685547,77054700
2018-07-12,278.2799987792969,279.42999267578125,277.6000061035156,279.3699951171875,257.6990051269531,60124700
2018-07-13,279.1700134277344,279.92999267578125,278.6600036621094,279.5899963378906,257.9019775390625,48216000
2018-07-16,279.6400146484375,279.79998779296875,278.8399963378906,279.3399963378906,257.6713562011719,48201000
2018-07-17,278.4700012207031,280.9100036621094,278.4100036621094,280.4700012207031,258.7137451171875,52315500
2018-07-18,280.55999755859375,281.17999267578125,280.05999755859375,281.05999755859375,259.2579650878906,44593500
2018-07-19,280.30999755859375,280.739990234375,279.4599914550781,280.0,258.2801513671875,61412100
2018-07-20,279.7699890136719,280.4800109863281,279.5,279.67999267578125,257.9849548339844,82337700
2018-07-23,279.45001220703125,280.42999267578125,279.05999755859375,280.20001220703125,258.4646301269531,47047600
2018-07-24,281.7900085449219,282.55999755859375,280.6300048828125,281.6099853515625,259.76519775390625,68026900
2018-07-25,281.3299865722656,284.3699951171875,281.2799987792969,284.010009765625,261.9791259765625,78882900
2018-07-26,283.20001220703125,284.1099853515625,283.0899963378906,283.3399963378906,261.361083984375,57919500
2018-07-27,283.7099914550781,283.82000732421875,280.3800048828125,281.4200134277344,259.5899658203125,76768700
2018-07-30,281.510009765625,281.69000244140625,279.3599853515625,279.95001220703125,258.2340087890625,63742500
2018-07-31,280.80999755859375,282.0199890136719,280.3800048828125,281.3299865722656,259.5070495605469,68570500
2018-08-01,281.55999755859375,282.1300048828125,280.1300048828125,280.8599853515625,259.07342529296875,53853300
2018-08-02,279.3900146484375,282.5799865722656,279.1600036621094,282.3900146484375,260.48480224609375,63426400
2018-08-03,282.5299987792969,283.6600036621094,282.3299865722656,283.6000061035156,261.60089111328125,53935400
2018-08-06,283.6400146484375,284.989990234375,283.20001220703125,284.6400146484375,262.56024169921875,39400900
2018-08-07,285.3900146484375,286.010009765625,285.239990234375,285.5799865722656,263.4273376464844,43196600
2018-08-08,285.3900146484375,285.9100036621094,284.94000244140625,285.4599914550781,263.3166809082031,42114600
2018-08-09,285.5299987792969,285.9700012207031,284.9200134277344,285.07000732421875,262.9568786621094,35717000
2018-08-10,283.45001220703125,284.05999755859375,282.3599853515625,283.1600036621094,261.195068359375,77076000
2018-08-13,283.4700012207031,284.1600036621094,281.7699890136719,282.1000061035156,260.21722412109375,65732900
2018-08-14,282.9200134277344,284.1700134277344,282.4800109863281,283.8999938964844,261.87762451171875,43842000
2018-08-15,282.3800048828125,282.5400085449219,280.1600036621094,281.7799987792969,259.92205810546875,102925400
2018-08-16,283.3999938964844,285.0400085449219,283.3599853515625,284.05999755859375,262.02520751953125,69967900
2018-08-17,283.8299865722656,285.55999755859375,283.3699951171875,285.05999755859375,262.9476013183594,65618500
2018-08-20,285.57000732421875,285.9700012207031,285.05999755859375,285.6700134277344,263.5103454589844,39807500
2018-08-21,286.25,287.30999755859375,285.7099914550781,286.3399963378906,264.1283264160156,67272000
2018-08-22,285.8800048828125,286.760009765625,285.5799865722656,286.1700134277344,263.9715881347656,44993300
2018-08-23,285.9700012207031,286.94000244140625,285.42999267578125,285.7900085449219,263.6210632324219,49204900
2018-08-24,286.44000244140625,287.6700134277344,286.3800048828125,287.510009765625,265.2076110839844,57487400
2018-08-27,288.8599853515625,289.8999938964844,288.67999267578125,289.7799987792969,267.3014831542969,57072400
2018-08-28,290.29998779296875,290.4200134277344,289.3999938964844,289.9200134277344,267.4306945800781,46943500
2018-08-29,290.1600036621094,291.739990234375,289.8900146484375,291.4800109863281,268.8696594238281,61485500
2018-08-30,290.94000244140625,291.3599853515625,289.6300048828125,290.29998779296875,267.78118896484375,61229500
2018-08-31,289.8399963378906,290.80999755859375,289.2900085449219,290.30999755859375,267.7903747558594,66140800
2018-09-04,289.8399963378906,290.2099914550781,288.67999267578125,289.80999755859375,267.3291931152344,57594400
2018-09-05,289.4100036621094,289.6400146484375,287.8900146484375,289.0299987792969,266.60968017578125,72452400
2018-09-06,289.1499938964844,289.489990234375,287.0,288.1600036621094,265.80718994140625,65909900
